ticker,nombre,categoria,tipo,factor,transformacion,moneda_modelo
XLC,Comunicaciones USA,SECTORES,USD_ASSET,ret_USD_XLC,retorno_en_moneda_USD,USD
XLC,Comunicaciones USA,SECTORES,USD_ASSET,ret_PEN_XLC,retorno_convertido_a_PEN,PEN
VNQ,Real estate USA,SECTORES,USD_ASSET,ret_USD_VNQ,retorno_en_moneda_USD,USD
VNQ,Real estate USA,SECTORES,USD_ASSET,ret_PEN_VNQ,retorno_convertido_a_PEN,PEN
COPX,Minera de cobre ETF,MINERIA_MATERIALES,USD_ASSET,ret_USD_COPX,retorno_en_moneda_USD,USD
COPX,Minera de cobre ETF,MINERIA_MATERIALES,USD_ASSET,ret_PEN_COPX,retorno_convertido_a_PEN,PEN
PICK,Minería global ETF,MINERIA_MATERIALES,USD_ASSET,ret_USD_PICK,retorno_en_moneda_USD,USD
PICK,Minería global ETF,MINERIA_MATERIALES,USD_ASSET,ret_PEN_PICK,retorno_convertido_a_PEN,PEN
REMX,Tierras raras ETF,MINERIA_MATERIALES,USD_ASSET,ret_USD_REMX,retorno_en_moneda_USD,USD
REMX,Tierras raras ETF,MINERIA_MATERIALES,USD_ASSET,ret_PEN_REMX,retorno_convertido_a_PEN,PEN
LIT,Litio y baterías ETF,MINERIA_MATERIALES,USD_ASSET,ret_USD_LIT,retorno_en_moneda_USD,USD
LIT,Litio y baterías ETF,MINERIA_MATERIALES,USD_ASSET,ret_PEN_LIT,retorno_convertido_a_PEN,PEN
URA,Uranio ETF,MINERIA_MATERIALES,USD_ASSET,ret_USD_URA,retorno_en_moneda_USD,USD
URA,Uranio ETF,MINERIA_MATERIALES,USD_ASSET,ret_PEN_URA,retorno_convertido_a_PEN,PEN
SLX,Acero global ETF,MINERIA_MATERIALES,USD_ASSET,ret_USD_SLX,retorno_en_moneda_USD,USD
SLX,Acero global ETF,MINERIA_MATERIALES,USD_ASSET,ret_PEN_SLX,retorno_convertido_a_PEN,PEN
ICLN,Energía limpia global,TRANSICION_ENERGETICA,USD_ASSET,ret_USD_ICLN,retorno_en_moneda_USD,USD
ICLN,Energía limpia global,TRANSICION_ENERGETICA,USD_ASSET,ret_PEN_ICLN,retorno_convertido_a_PEN,PEN
GLD,Oro ETF,COMMODITIES,USD_ASSET,ret_USD_GLD,retorno_en_moneda_USD,USD
GLD,Oro ETF,COMMODITIES,USD_ASSET,ret_PEN_GLD,retorno_convertido_a_PEN,PEN
SLV,Plata ETF,COMMODITIES,USD_ASSET,ret_USD_SLV,retorno_en_moneda_USD,USD
SLV,Plata ETF,COMMODITIES,USD_ASSET,ret_PEN_SLV,retorno_convertido_a_PEN,PEN
GDX,Mineras de oro ETF,COMMODITIES,USD_ASSET,ret_USD_GDX,retorno_en_moneda_USD,USD
GDX,Mineras de oro ETF,COMMODITIES,USD_ASSET,ret_PEN_GDX,retorno_convertido_a_PEN,PEN
GDXJ,Mineras junior de oro ETF,COMMODITIES,USD_ASSET,ret_USD_GDXJ,retorno_en_moneda_USD,USD
GDXJ,Mineras junior de oro ETF,COMMODITIES,USD_ASSET,ret_PEN_GDXJ,retorno_convertido_a_PEN,PEN
USO,Petróleo WTI ETF,COMMODITIES,USD_ASSET,ret_USD_USO,retorno_en_moneda_USD,USD
USO,Petróleo WTI ETF,COMMODITIES,USD_ASSET,ret_PEN_USO,retorno_convertido_a_PEN,PEN
BNO,Petróleo Brent ETF,COMMODITIES,USD_ASSET,ret_USD_BNO,retorno_en_moneda_USD,USD
BNO,Petróleo Brent ETF,COMMODITIES,USD_ASSET,ret_PEN_BNO,retorno_convertido_a_PEN,PEN
CPER,Cobre físico/futuros ETF,COMMODITIES,USD_ASSET,ret_USD_CPER,retorno_en_moneda_USD,USD
CPER,Cobre físico/futuros ETF,COMMODITIES,USD_ASSET,ret_PEN_CPER,retorno_convertido_a_PEN,PEN
DBA,Agricultura ETF,COMMODITIES,USD_ASSET,ret_USD_DBA,retorno_en_moneda_USD,USD
DBA,Agricultura ETF,COMMODITIES,USD_ASSET,ret_PEN_DBA,retorno_convertido_a_PEN,PEN
SHY,Treasury 1-3 años,RENTA_FIJA,USD_ASSET,ret_USD_SHY,retorno_en_moneda_USD,USD
SHY,Treasury 1-3 años,RENTA_FIJA,USD_ASSET,ret_PEN_SHY,retorno_convertido_a_PEN,PEN
IEF,Treasury 7-10 años,RENTA_FIJA,USD_ASSET,ret_USD_IEF,retorno_en_moneda_USD,USD
IEF,Treasury 7-10 años,RENTA_FIJA,USD_ASSET,ret_PEN_IEF,retorno_convertido_a_PEN,PEN
TLT,Treasury 20+ años,RENTA_FIJA,USD_ASSET,ret_USD_TLT,retorno_en_moneda_USD,USD
TLT,Treasury 20+ años,RENTA_FIJA,USD_ASSET,ret_PEN_TLT,retorno_convertido_a_PEN,PEN
TIP,Bonos protegidos por inflación,RENTA_FIJA,USD_ASSET,ret_USD_TIP,retorno_en_moneda_USD,USD
TIP,Bonos protegidos por inflación,RENTA_FIJA,USD_ASSET,ret_PEN_TIP,retorno_convertido_a_PEN,PEN
LQD,Crédito corporativo investment grade,CREDITO,USD_ASSET,ret_USD_LQD,retorno_en_moneda_USD,USD
LQD,Crédito corporativo investment grade,CREDITO,USD_ASSET,ret_PEN_LQD,retorno_convertido_a_PEN,PEN
HYG,Crédito high yield,CREDITO,USD_ASSET,ret_USD_HYG,retorno_en_moneda_USD,USD
HYG,Crédito high yield,CREDITO,USD_ASSET,ret_PEN_HYG,retorno_convertido_a_PEN,PEN
EMB,Bonos soberanos emergentes USD,CREDITO_EMERGENTE,USD_ASSET,ret_USD_EMB,retorno_en_moneda_USD,USD
EMB,Bonos soberanos emergentes USD,CREDITO_EMERGENTE,USD_ASSET,ret_PEN_EMB,retorno_convertido_a_PEN,PEN
AGG,Bonos agregados USA,RENTA_FIJA,USD_ASSET,ret_USD_AGG,retorno_en_moneda_USD,USD
AGG,Bonos agregados USA,RENTA_FIJA,USD_ASSET,ret_PEN_AGG,retorno_convertido_a_PEN,PEN
BNDX,Bonos internacionales,RENTA_FIJA,USD_ASSET,ret_USD_BNDX,retorno_en_moneda_USD,USD
BNDX,Bonos internacionales,RENTA_FIJA,USD_ASSET,ret_PEN_BNDX,retorno_convertido_a_PEN,PEN
SCCO,Southern Copper,ACCIONES_MINERAS,USD_ASSET,ret_USD_SCCO,retorno_en_moneda_USD,USD
SCCO,Southern Copper,ACCIONES_MINERAS,USD_ASSET,ret_PEN_SCCO,retorno_convertido_a_PEN,PEN
BVN,Buenaventura ADR,ACCIONES_PERU,USD_ASSET,ret_USD_BVN,retorno_en_moneda_USD,USD
BVN,Buenaventura ADR,ACCIONES_PERU,USD_ASSET,ret_PEN_BVN,retorno_convertido_a_PEN,PEN
BAP,Credicorp,ACCIONES_PERU,USD_ASSET,ret_USD_BAP,retorno_en_moneda_USD,USD
BAP,Credicorp,ACCIONES_PERU,USD_ASSET,ret_PEN_BAP,retorno_convertido_a_PEN,PEN
FCX,Freeport-McMoRan,ACCIONES_MINERAS,USD_ASSET,ret_USD_FCX,retorno_en_moneda_USD,USD
FCX,Freeport-McMoRan,ACCIONES_MINERAS,USD_ASSET,ret_PEN_FCX,retorno_convertido_a_PEN,PEN
NEM,Newmont,ACCIONES_MINERAS,USD_ASSET,ret_USD_NEM,retorno_en_moneda_USD,USD
NEM,Newmont,ACCIONES_MINERAS,USD_ASSET,ret_PEN_NEM,retorno_convertido_a_PEN,PEN
RIO,Rio Tinto ADR,ACCIONES_MINERAS,USD_ASSET,ret_USD_RIO,retorno_en_moneda_USD,USD
RIO,Rio Tinto ADR,ACCIONES_MINERAS,USD_ASSET,ret_PEN_RIO,retorno_convertido_a_PEN,PEN
BHP,BHP ADR,ACCIONES_MINERAS,USD_ASSET,ret_USD_BHP,retorno_en_moneda_USD,USD
BHP,BHP ADR,ACCIONES_MINERAS,USD_ASSET,ret_PEN_BHP,retorno_convertido_a_PEN,PEN
VALE,Vale ADR,ACCIONES_MINERAS,USD_ASSET,ret_USD_VALE,retorno_en_moneda_USD,USD
VALE,Vale ADR,ACCIONES_MINERAS,USD_ASSET,ret_PEN_VALE,retorno_convertido_a_PEN,PEN
^VIX,Índice VIX,VOLATILIDAD,INDEX_RETURN,ret_IDX_VIX,retorno_porcentual,NIVEL_ORIGINAL
^TNX,Tasa Treasury 10 años,TASAS,RATE_CHANGE,chg_IDX_TNX,cambio_absoluto_de_tasa,UNIDAD_INDICE
^FVX,Tasa Treasury 5 años,TASAS,RATE_CHANGE,chg_IDX_FVX,cambio_absoluto_de_tasa,UNIDAD_INDICE
^IRX,Tasa Treasury 13 semanas,TASAS,RATE_CHANGE,chg_IDX_IRX,cambio_absoluto_de_tasa,UNIDAD_INDICE
PEN=X,USD/PEN,FX,FX_RETURN,ret_PEN_X,retorno_porcentual,NIVEL_ORIGINAL
DX-Y.NYB,Índice dólar DXY,FX,FX_RETURN,ret_DX_Y_NYB,retorno_porcentual,NIVEL_ORIGINAL
EURUSD=X,EUR/USD,FX,FX_RETURN,ret_EURUSD_X,retorno_porcentual,NIVEL_ORIGINAL
JPY=X,USD/JPY,FX,FX_RETURN,ret_JPY_X,retorno_porcentual,NIVEL_ORIGINAL
BRL=X,USD/BRL,FX,FX_RETURN,ret_BRL_X,retorno_porcentual,NIVEL_ORIGINAL
CLP=X,USD/CLP,FX,FX_RETURN,ret_CLP_X,retorno_porcentual,NIVEL_ORIGINAL
COP=X,USD/COP,FX,FX_RETURN,ret_COP_X,retorno_porcentual,NIVEL_ORIGINAL
MXN=X,USD/MXN,FX,FX_RETURN,ret_MXN_X,retorno_porcentual,NIVEL_ORIGINAL
