fuente,fecha_cartera,archivo,afp,fila_principal,fila_secundaria,identificador,categoria_asignada,valor,accion,hoja,fila_administradora,fila_instrumento,administradora,instrumento_sin_isin
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,123.0,124.0,CENCOSUD PE,NO FIN.EXT.LOC,11554.5081983991,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,135.0,136.0,Ferreycorp,ACC.CAP.SOCIAL,29643.26840199,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,141.0,142.0,GLORIA,BON.EMP.PRIV.,128.353755,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,145.0,146.0,INKIA ENERGY,NO FIN.EXT.LOC,2858.0702697512,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,147.0,148.0,InRetail,ACC.CAP.SOCIAL,35141.5948795168,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,149.0,150.0,J R. LINDLEY,BON.EMP.PRIV.,1840.58891744,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,151.0,152.0,KALLPA,BON.EMP.PRIV.,6754.480933166,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,158.0,159.0,MILPO,ACC.CAP.SOCIAL,57700.4403343641,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,161.0,162.0,MINSUR,ACC.TRABAJO,75940.4910214867,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,170.0,171.0,PERU LNG,BONO NUEVO PROY,6224.242197100501,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,178.0,179.0,SAGA,BON.EMP.PRIV.,136.336374667,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,180.0,181.0,TELEFONICA,BON.EMP.PRIV.,2484.4191577253996,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,184.0,185.0,Terminales Pait,BON.EMP.PRIV.,5142.6044144160005,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,186.0,187.0,TRANSP GAS PERU,BON.EMP.PRIV.,32.1176100446,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,188.0,189.0,UNACEM S.A.A.,ACC.CAP.SOCIAL,95278.7787193635,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,191.0,192.0,VOLCAN,ACC.CAP.SOCIAL,85975.20410046451,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,208.0,209.0,Falabella,BON.EMP.PRIV.,8204.66334225,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,212.0,213.0,Efic Partners,FON.INV.ALT,1709.03186048,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,226.0,227.0,Enel Distribuci,ACC.CAP.SOCIAL,23020.296823518398,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,237.0,238.0,ACCAPITALES,FON.INV.ALT,58046.5164016688,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,239.0,240.0,BlackRock ITC P,ETF DE MERC LOC,23.02390272,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,246.0,247.0,ENFOCA SAFI,FON.INV.ALT,65612.9324407269,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,248.0,249.0,Faro Capital,FON.INV.ALT,15836.551383459198,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,250.0,251.0,LARRAIN VIAL PE,FON.INV.ALT,32966.1677933952,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,252.0,253.0,Macrocapitales,FON.INV.ALT,32644.7755444,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,257.0,258.0,SIGMA,FON.INV.ALT,35666.50038672,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,262.0,263.0,Credifondo SAF,FON.INV.ALT,11885.271,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,264.0,265.0,W Capital,FON.INV.ALT,15238.175291332002,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,268.0,269.0,BCP -PFINF,TIT. C/D PARTIC,13338.1837240017,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,274.0,275.0,Conti trust,TIT.C/D CREDITI,23023.7559554627,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,279.0,280.0,CRPAO VAC Trust,TIT.C/D CREDITI,1379.5365595686999,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,287.0,288.0,INTEROCEANICAIV,TIT.C/D CREDITI,16254.326765599999,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,289.0,290.0,PEPTSSCN,TIT.C/D CREDITI,3430.7444732400004,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,291.0,292.0,Peru Payroll De,TIT.C/D CREDITI,6329.43707088,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,297.0,298.0,InRetail Consum,TIT.C/D CREDITI,12568.1436904676,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,304.0,305.0,Scotia - PFINF2,TIT. C/D PARTIC,33771.534719999996,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,310.0,311.0,GOB CHILE,TIT ESTAD EXTRA,3642.8672482499,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,321.0,322.0,Bancomer,BON SIS FIN EXT,7924.237979333399,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,329.0,330.0,JPMC&CO,BON SIS FIN EXT,2013.2272662831,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,337.0,338.0,BROWN BROTHERS,CTA CTE EXT,8168.744407477001,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,347.0,348.0,BERKSHIRE,ACC EXTRANJERO,5680.589599999999,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,372.0,373.0,EP Medellin,TIT.EMP.PUB.EXT,6162.166017742799,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,381.0,382.0,MetLife,ACC EXTRANJERO,1.7155936,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,402.0,403.0,Honeywell,ACC EXTRANJERO,63107.899456,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,445.0,446.0,BANK NEW YORK,FONDO MUTUO EXT,800.1746166400001,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,447.0,448.0,BlackRock USA,FONDO MUTUO EXT,1760160.58679664,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,449.0,450.0,BNP PARIBAS INV,FONDO MUTUO EXT,40183.347002127404,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,463.0,464.0,GARTMORE,FONDO MUTUO EXT,190100.118891838,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,478.0,479.0,Matthews Intern,FONDO MUTUO EXT,231781.837903199,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,502.0,503.0,STATE ST BANK,FONDO MUTUO EXT,361476.70724816003,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,506.0,507.0,THREADNEEDLE IN,FONDO MUTUO EXT,29708.8214509153,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,510.0,511.0,VAN ECK,FONDO MUTUO EXT,52527.204912,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,512.0,513.0,VANGUARD GROUP,FONDO MUTUO EXT,148326.3602968,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,516.0,517.0,WisdomTreeAsset,FONDO MUTUO EXT,211501.860864,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,518.0,519.0,NNIPL,FONDO MUTUO EXT,71983.8532464569,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,520.0,521.0,UBS,FONDO MUTUO EXT,57114.242022409606,fusion_adyacente_exacta,3,,,,
hoja_3,2017-03-31,CA-0001-ma2017.XLS,Profuturo,576.0,577.0,First Trust Adv,FONDO MUTUO EXT,112122.532032,fusion_adyacente_exacta,3,,,,
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Integra,,,,,15949.0647302458,fusion_administradora_fondo_sin_isin,10,412.0,413.0,APAX VIII GP,APAX VIII-A L.P.
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Integra,,,,,13364.094120803,fusion_administradora_fondo_sin_isin,10,414.0,415.0,ARC GP,Arias Resource Capital Fund L.P.
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Integra,,,,,25410.1595735829,fusion_administradora_fondo_sin_isin,10,416.0,417.0,ARC GP II,Fondo Arias Resource Capital Fund II L.P.
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Integra,,,,,2681.4221295903,fusion_administradora_fondo_sin_isin,10,418.0,419.0,Coller Int GP,"Coller International Partners VI Parallel Fund (Latin America),L.P."
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Integra,,,,,104361.06303232998,fusion_administradora_fondo_sin_isin,10,428.0,429.0,LARRAIN VIAL,Fondo Energético Americano
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Integra,,,,,2455.4717753924,fusion_administradora_fondo_sin_isin,10,435.0,436.0,PASIA VI,"Pantheon Asia Fund VI, L.P."
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Integra,,,,,17925.3288194116,fusion_administradora_fondo_sin_isin,10,437.0,438.0,PG SecPF,Partners Group Secondary 2011
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Integra,,,,,21542.6425663837,fusion_administradora_fondo_sin_isin,10,445.0,446.0,TRG MANAGEMENT,"TRG Latin America Private Equity Fund I, L.P. (LAPEF)"
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Integra,,,,,54305.3182657119,fusion_administradora_fondo_sin_isin,10,447.0,448.0,Apollo COA,Apollo Credit Opportunity Fund III LP
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Integra,,,,,41009.654009585094,fusion_administradora_fondo_sin_isin,10,454.0,455.0,Lexington GP 8,Lexington Capital Partners VIII-A feeder LP
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Integra,,,,,3208.1405234587996,fusion_administradora_fondo_sin_isin,10,456.0,457.0,ASSF Operating,"Ares Special Situations IV, LP"
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Integra,,,,,10290.7066149101,fusion_administradora_fondo_sin_isin,10,460.0,461.0,Oaktree HP,Oaktree Principal Fund VI L.P. (Feeder)
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Integra,,,,,16025.2227893531,fusion_administradora_fondo_sin_isin,10,462.0,463.0,Avenue,"Avenue Europe Special Situations Fund III (US), LP"
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Integra,,,,,4960.3261235688005,fusion_administradora_fondo_sin_isin,10,468.0,469.0,PGMXI GP,"Partners Group Secondary 2015 (USD) C,LP"
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Integra,,,,,8855.1003622036,fusion_administradora_fondo_sin_isin,10,470.0,471.0,Coller Int GP V,"Coller International Partners VII Feeder Fund, LP"
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Prima,,,,,17818.7813028895,fusion_administradora_fondo_sin_isin,10,414.0,415.0,ARC GP,Arias Resource Capital Fund L.P.
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Prima,,,,,24790.3079949287,fusion_administradora_fondo_sin_isin,10,416.0,417.0,ARC GP II,Fondo Arias Resource Capital Fund II L.P.
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Prima,,,,,22027.136939995602,fusion_administradora_fondo_sin_isin,10,420.0,421.0,CSABF GenPartLP,"Carlyle South America Buyout Fund, L.P."
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Prima,,,,,11595.3145992936,fusion_administradora_fondo_sin_isin,10,422.0,423.0,DS VII As LP,Dover Street VII Cayman Fund L.P.
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Prima,,,,,136472.154733712,fusion_administradora_fondo_sin_isin,10,428.0,429.0,LARRAIN VIAL,Fondo Energético Americano
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Prima,,,,,77637.46092095331,fusion_administradora_fondo_sin_isin,10,443.0,444.0,Terranum GP,"Terranum Capital Latin America Real Estate Fund I, L.P."
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Prima,,,,,57432.1006476556,fusion_administradora_fondo_sin_isin,10,449.0,450.0,HarbGAnGP,HarbourVest Global Annual Private Equity Fund L.P.
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Prima,,,,,46346.169930342396,fusion_administradora_fondo_sin_isin,10,458.0,459.0,CPS GP,CPS Managers Fund L.P
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Profuturo,,,,,25418.8481002566,fusion_administradora_fondo_sin_isin,10,407.0,408.0,Actis GP LLP,Actis Global 4 L.P.
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Profuturo,,,,,15949.0647302458,fusion_administradora_fondo_sin_isin,10,412.0,413.0,APAX VIII GP,APAX VIII-A L.P.
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Profuturo,,,,,13634.610318952,fusion_administradora_fondo_sin_isin,10,416.0,417.0,ARC GP II,Fondo Arias Resource Capital Fund II L.P.
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Profuturo,,,,,2681.4221295903,fusion_administradora_fondo_sin_isin,10,418.0,419.0,Coller Int GP,"Coller International Partners VI Parallel Fund (Latin America),L.P."
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Profuturo,,,,,12114.858128055499,fusion_administradora_fondo_sin_isin,10,420.0,421.0,CSABF GenPartLP,"Carlyle South America Buyout Fund, L.P."
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Profuturo,,,,,7830.5967865686,fusion_administradora_fondo_sin_isin,10,424.0,425.0,HIPEP VI,"HIPEP VI- Cayman Fund, L.P"
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Profuturo,,,,,4729.539582080501,fusion_administradora_fondo_sin_isin,10,430.0,431.0,Lexington Partn,"Lexington Capital Partners VII (Offshore), L.P."
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Profuturo,,,,,6450.087106700001,fusion_administradora_fondo_sin_isin,10,432.0,433.0,PARTNERS GROUP,"Partners Group Direct Investments 2009, L.P."
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Profuturo,,,,,2455.4717753924,fusion_administradora_fondo_sin_isin,10,435.0,436.0,PASIA VI,"Pantheon Asia Fund VI, L.P."
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Profuturo,,,,,5007.0745602262,fusion_administradora_fondo_sin_isin,10,437.0,438.0,PG SecPF,Partners Group Secondary 2011
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Profuturo,,,,,30011.458325810203,fusion_administradora_fondo_sin_isin,10,439.0,440.0,PGM X Ltd,Partners Group Direct Investment 2012
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Profuturo,,,,,16516.0345262802,fusion_administradora_fondo_sin_isin,10,445.0,446.0,TRG MANAGEMENT,"TRG Latin America Private Equity Fund I, L.P. (LAPEF)"
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Profuturo,,,,,32648.376311831104,fusion_administradora_fondo_sin_isin,10,454.0,455.0,Lexington GP 8,Lexington Capital Partners VIII-A feeder LP
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Profuturo,,,,,21101.6031571013,fusion_administradora_fondo_sin_isin,10,464.0,465.0,HIPEPLLC,HIPEP VII PARTNERSHIP FEEDER FUND L.P.
hoja_10,2017-03-31,CA-0001-ma2017.XLS,Profuturo,,,,,31565.3058137054,fusion_administradora_fondo_sin_isin,10,474.0,475.0,BridgeAdv,Bridgepoint Europe V D LP
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,22.0,23.0,COFIDE,BON.SUB.FIN.,688.3695700000001,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,34.0,35.0,CREDICORP,ACC.CAP.SOCIAL,4018.351965264,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,51.0,52.0,Fond Mivivienda,OTRO BONOS SIST,2141.5391168,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,65.0,66.0,INTERGROUP,ACC.CAP.SOCIAL,6015.8972046818,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,67.0,68.0,INTERSEGURO,BON.SUB.FIN.,1397.5105858227,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,83.0,84.0,SANTANDER PERÚ,BON.ARR.FIN.,991.8230403138,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,91.0,92.0,Intercorp Perú,OTRO BONOS SIST,3101.7227492421994,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,98.0,99.0,LA NACION,BON.SUB.FIN.,3684.54193602,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,126.0,127.0,Ferreycorp,ACC.CAP.SOCIAL,2203.6054670608,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,132.0,133.0,GLORIA,BON.EMP.PRIV.,511.145143625,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,136.0,137.0,INKIA ENERGY,NO FIN.EXT.LOC,4307.6724210974,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,138.0,139.0,InRetail,ACC.CAP.SOCIAL,2989.374497828,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,146.0,147.0,LUZ DEL SUR,ACC.CAP.SOCIAL,2590.96498961,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,149.0,150.0,MILPO,ACC.CAP.SOCIAL,3169.63125,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,165.0,166.0,REP,BON.EMP.PRIV.,994.7310343649999,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,169.0,170.0,SAGA,BON.EMP.PRIV.,230.45491153830002,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,171.0,172.0,TELEFONICA,BON.EMP.PRIV.,1443.1839223775999,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,182.0,183.0,VOLCAN,ACC.CAP.SOCIAL,11804.87772,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,188.0,189.0,Cineplex,BON.EMP.PRIV.,563.226113857,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,190.0,191.0,Rutas de Lima,BON.EMP.PRIV.,540.1632805500001,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,198.0,199.0,Norvial,BON.EMP.PRIV.,685.5978889339999,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,200.0,201.0,Falabella,BON.EMP.PRIV.,5243.356473599999,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,209.0,210.0,Jockey Plaza,BON.EMP.PRIV.,3032.7671737470005,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,215.0,216.0,Enel Perú S.A.A,ACC.CAP.SOCIAL,5085.5810285160005,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,221.0,222.0,ORAZUL E.I. EGE,BON.EMP.PRIV.,3811.6167124555,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,231.0,232.0,BlackRock ITC P,ETF DE MERC LOC,943.8002700000001,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,285.0,286.0,SCOTIA ST,TIT.C/D CREDITI,4270.7469016255,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,287.0,288.0,InRetail Shoppi,TIT.C/D CREDITI,6385.6446326438,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,289.0,290.0,InRetail Consum,TIT.C/D CREDITI,2551.5560014024,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,291.0,292.0,Red Dorsal Fina,TIT.C/D CREDITI,762.5522713836,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,327.0,328.0,BROWN BROTHERS,CTA CTE EXT,1945.81545984,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,435.0,436.0,AXA FUNDS,FONDO MUTUO EXT,14870.1242025777,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,439.0,440.0,BlackRock USA,FONDO MUTUO EXT,55600.01206808999,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,441.0,442.0,BNP PARIBAS INV,FONDO MUTUO EXT,13208.6822184655,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,447.0,448.0,DIMENSIONAL,FONDO MUTUO EXT,1831.1714695249,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,451.0,452.0,FIDELITY,FONDO MUTUO EXT,9504.096566666201,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,455.0,456.0,GARTMORE,FONDO MUTUO EXT,10003.6892644744,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,463.0,464.0,JP MORGAN F.F.,FONDO MUTUO EXT,3054.1706946045,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,470.0,471.0,Matthews Intern,FONDO MUTUO EXT,14128.6900796649,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,476.0,477.0,Muzinich,FONDO MUTUO EXT,4575.8775833979,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,488.0,489.0,PIONEER,FONDO MUTUO EXT,2220.3283963658,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,494.0,495.0,STATE ST BANK,FONDO MUTUO EXT,1901.9887250000002,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,498.0,499.0,THREADNEEDLE IN,FONDO MUTUO EXT,5286.5466537105,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,504.0,505.0,VANGUARD GROUP,FONDO MUTUO EXT,24098.228993755,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,508.0,509.0,WisdomTreeAsset,FONDO MUTUO EXT,37531.544424206004,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,524.0,525.0,GAM Luxembourg,FONDO MUTUO EXT,20641.620029544,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,526.0,527.0,Nomura Asset Ma,FONDO MUTUO EXT,5959.6401833713,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,536.0,537.0,GAM Internation,FONDO MUTUO EXT,20369.741534148,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,542.0,543.0,Robeco Luxembou,FONDO MUTUO EXT,5268.6290597427,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,556.0,557.0,Wellington Luxe,FONDO MUTUO EXT,11634.3928465941,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,564.0,565.0,Santander Asset,FONDO MUTUO EXT,3690.233600414,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,574.0,575.0,Deutsche Asset,FONDO MUTUO EXT,0.068431787,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,584.0,585.0,Tokio Marine,FONDO MUTUO EXT,6345.2150248016,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,586.0,587.0,GRAM,FONDO MUTUO EXT,9510.235349381199,fusion_adyacente_exacta,3,,,,
hoja_3,2017-04-28,CA-0001-ab2017.XLS,Habitat,602.0,603.0,PIMCO,FONDO MUTUO EXT,978.9634734865999,fusion_adyacente_exacta,3,,,,
