fecha_cartera,archivo,hoja,fila_excel_aprox,afp,fondo,valor,tipo_valor,participacion_reportada,identificador_especifico,categoria_instrumento,estado_pareja,moneda,total_canonico,participacion_calculada_pct
2026-01-30,CA-0001-en2026.XLS,3,77,Habitat,3,19960.06158144,miles_soles,0.004003033433617704,Intercorp Financial Services Inc.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,5792285.413077266,0.34459734211950416
2026-01-30,CA-0001-en2026.XLS,3,77,Integra,3,14940.68248016,miles_soles,0.004397366223025808,Intercorp Financial Services Inc.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3637735.127414874,0.4107138633476449
2026-01-30,CA-0001-en2026.XLS,3,77,Prima,3,24209.22077856,miles_soles,0.008036383713474904,Intercorp Financial Services Inc.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3344285.975979006,0.723898044379204
2026-01-30,CA-0001-en2026.XLS,3,79,Habitat,3,2919.551002516,miles_soles,0.0005855222553567133,Intercorp Perú Ltd.,,sin_categoria_adyacente,,5792285.413077266,0.05040412884220999
2026-01-30,CA-0001-en2026.XLS,3,80,Habitat,3,2919.551002516,miles_soles,0.0005855222553567133,OTROS BONOS SISTEMA FINANCIERO,,sin_categoria_adyacente,,5792285.413077266,0.05040412884220999
2026-01-30,CA-0001-en2026.XLS,3,88,Habitat,3,542.8660194,miles_soles,0.00010887295195791575,Administradora Jockey Plaza Shopping Center S,BONOS DE EMPRESAS PRIVADAS,pareja_exacta,,5792285.413077266,0.009372224962781863
2026-01-30,CA-0001-en2026.XLS,3,90,Habitat,3,51987.207144819804,miles_soles,0.010426146606412884,AENZA S.A.A. (antes GRANA & MONTERO S.A.A.),ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,5792285.413077266,0.8975249566854575
2026-01-30,CA-0001-en2026.XLS,3,90,Integra,3,37889.073623852,miles_soles,0.011151574420814582,AENZA S.A.A. (antes GRANA & MONTERO S.A.A.),ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3637735.127414874,1.0415566910936023
2026-01-30,CA-0001-en2026.XLS,3,90,Prima,3,30369.8749210551,miles_soles,0.010081446669773996,AENZA S.A.A. (antes GRANA & MONTERO S.A.A.),ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3344285.975979006,0.9081123785224327
2026-01-30,CA-0001-en2026.XLS,3,90,Profuturo,3,45047.6709152508,miles_soles,0.012658843931881238,AENZA S.A.A. (antes GRANA & MONTERO S.A.A.),ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,4454524.3766899705,1.0112790301694214
2026-01-30,CA-0001-en2026.XLS,3,93,Integra,3,8226.931243227,miles_soles,0.0024213639247177626,ALICORP S.A.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3637735.127414874,0.22615531244226128
2026-01-30,CA-0001-en2026.XLS,3,98,Habitat,3,96260.4482103186,miles_soles,0.01930524066515086,CEMENTOS PACASMAYO S.A.A.,,sin_categoria_adyacente,,5792285.413077266,1.6618733599175033
2026-01-30,CA-0001-en2026.XLS,3,98,Integra,3,54526.489896723004,miles_soles,0.016048326122344577,CEMENTOS PACASMAYO S.A.A.,,sin_categoria_adyacente,,3637735.127414874,1.4989131420206452
2026-01-30,CA-0001-en2026.XLS,3,98,Prima,3,38731.1593128834,miles_soles,0.012857020915836851,CEMENTOS PACASMAYO S.A.A.,,sin_categoria_adyacente,,3344285.975979006,1.158129406129667
2026-01-30,CA-0001-en2026.XLS,3,98,Profuturo,3,18556.3312409808,miles_soles,0.005214513788510708,CEMENTOS PACASMAYO S.A.A.,,sin_categoria_adyacente,,4454524.3766899705,0.41657267245149693
2026-01-30,CA-0001-en2026.XLS,3,101,Habitat,3,288750.51516383997,miles_soles,0.05790953907927761,CIA MINERA BUENAVENTURA,,sin_categoria_adyacente,,5792285.413077266,4.985087829269027
2026-01-30,CA-0001-en2026.XLS,3,101,Integra,3,181032.76964112,miles_soles,0.05328186229362582,CIA MINERA BUENAVENTURA,,sin_categoria_adyacente,,3637735.127414874,4.976524219061805
2026-01-30,CA-0001-en2026.XLS,3,101,Prima,3,205921.31527872,miles_soles,0.06835671083758317,CIA MINERA BUENAVENTURA,,sin_categoria_adyacente,,3344285.975979006,6.157407493192582
2026-01-30,CA-0001-en2026.XLS,3,101,Profuturo,3,60215.75313408,miles_soles,0.01692122601852308,CIA MINERA BUENAVENTURA,,sin_categoria_adyacente,,4454524.3766899705,1.3517886095580107
2026-01-30,CA-0001-en2026.XLS,3,107,Integra,3,60.654951999999994,miles_soles,1.7852065160894534e-05,EDITORA EL COMERCIO,ACCIONES DEL TRABAJO,pareja_exacta,,3637735.127414874,0.001667382310022773
2026-01-30,CA-0001-en2026.XLS,3,111,Habitat,3,67855.46912073021,miles_soles,0.013608560797060446,Engie Energía Perú S.A.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,5792285.413077266,1.1714800684291669
2026-01-30,CA-0001-en2026.XLS,3,111,Integra,3,33661.970697473305,miles_soles,0.00990744654015085,Engie Energía Perú S.A.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3637735.127414874,0.9253551871819459
2026-01-30,CA-0001-en2026.XLS,3,111,Prima,3,27445.9044010578,miles_soles,0.00911081860699895,Engie Energía Perú S.A.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3344285.975979006,0.8206805458083855
2026-01-30,CA-0001-en2026.XLS,3,111,Profuturo,3,23221.469794297598,miles_soles,0.0065254641588004736,Engie Energía Perú S.A.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,4454524.3766899705,0.5213007681765749
2026-01-30,CA-0001-en2026.XLS,3,114,Habitat,3,163394.2488,miles_soles,0.032769069280599986,Ferreycorp S.A.A.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,5792285.413077266,2.820894295559127
2026-01-30,CA-0001-en2026.XLS,3,114,Integra,3,98705.66112,miles_soles,0.029051212406588242,Ferreycorp S.A.A.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3637735.127414874,2.7133823014251277
2026-01-30,CA-0001-en2026.XLS,3,114,Prima,3,80121.19584,miles_soles,0.02659667071659497,Ferreycorp S.A.A.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3344285.975979006,2.395763891469997
2026-01-30,CA-0001-en2026.XLS,3,114,Profuturo,3,59211.51408,miles_soles,0.016639024848127053,Ferreycorp S.A.A.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,4454524.3766899705,1.3292443608535909
2026-01-30,CA-0001-en2026.XLS,3,116,Habitat,3,0.49500110999999997,miles_soles,9.927354106213738e-08,Fossal S.A.A.,,sin_categoria_adyacente,,5792285.413077266,8.545868766798576e-06
2026-01-30,CA-0001-en2026.XLS,3,116,Integra,3,4.2925394328,miles_soles,1.2633872607805356e-06,Fossal S.A.A.,,sin_categoria_adyacente,,3637735.127414874,0.00011800032939315341
2026-01-30,CA-0001-en2026.XLS,3,116,Prima,3,0.3839231808,miles_soles,1.2744540708798982e-07,Fossal S.A.A.,,sin_categoria_adyacente,,3344285.975979006,1.1479974606167176e-05
2026-01-30,CA-0001-en2026.XLS,3,116,Profuturo,3,2.2220204123,miles_soles,6.244098538563367e-07,Fossal S.A.A.,,sin_categoria_adyacente,,4454524.3766899705,4.9882326919739965e-05
2026-01-30,CA-0001-en2026.XLS,3,123,Habitat,3,18096.3131962412,miles_soles,0.0036292546720962894,HOCHSCHILD MINING PLC,,sin_categoria_adyacente,,5792285.413077266,0.31242095141556875
2026-01-30,CA-0001-en2026.XLS,3,123,Integra,3,66508.0310999104,miles_soles,0.01957475302129331,HOCHSCHILD MINING PLC,,sin_categoria_adyacente,,3637735.127414874,1.8282813006007332
2026-01-30,CA-0001-en2026.XLS,3,123,Prima,3,44896.9932948176,miles_soles,0.014903803348268095,HOCHSCHILD MINING PLC,,sin_categoria_adyacente,,3344285.975979006,1.3424986265319148
2026-01-30,CA-0001-en2026.XLS,3,123,Profuturo,3,192279.29573941103,miles_soles,0.05403239605165035,HOCHSCHILD MINING PLC,,sin_categoria_adyacente,,4454524.3766899705,4.316494410617374
2026-01-30,CA-0001-en2026.XLS,3,124,Habitat,3,18096.3131962412,miles_soles,0.0036292546720962894,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,,sin_categoria_adyacente,,5792285.413077266,0.31242095141556875
2026-01-30,CA-0001-en2026.XLS,3,124,Integra,3,66508.0310999104,miles_soles,0.01957475302129331,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,,sin_categoria_adyacente,,3637735.127414874,1.8282813006007332
2026-01-30,CA-0001-en2026.XLS,3,124,Prima,3,44896.9932948176,miles_soles,0.014903803348268095,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,,sin_categoria_adyacente,,3344285.975979006,1.3424986265319148
2026-01-30,CA-0001-en2026.XLS,3,124,Profuturo,3,192279.29573941103,miles_soles,0.05403239605165035,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,,sin_categoria_adyacente,,4454524.3766899705,4.316494410617374
2026-01-30,CA-0001-en2026.XLS,3,125,Habitat,3,34208.10886656,miles_soles,0.006860510070820871,HudBay Minerals Inc.,,sin_categoria_adyacente,,5792285.413077266,0.5905805123022462
2026-01-30,CA-0001-en2026.XLS,3,125,Integra,3,50354.275000320005,miles_soles,0.014820352976873436,HudBay Minerals Inc.,,sin_categoria_adyacente,,3637735.127414874,1.3842204898547368
2026-01-30,CA-0001-en2026.XLS,3,125,Profuturo,3,171089.35392768,miles_soles,0.0480778114777887,HudBay Minerals Inc.,,sin_categoria_adyacente,,4454524.3766899705,3.8407995884582316
2026-01-30,CA-0001-en2026.XLS,3,126,Habitat,3,34208.10886656,miles_soles,0.006860510070820871,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,,sin_categoria_adyacente,,5792285.413077266,0.5905805123022462
2026-01-30,CA-0001-en2026.XLS,3,126,Integra,3,50354.275000320005,miles_soles,0.014820352976873436,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,,sin_categoria_adyacente,,3637735.127414874,1.3842204898547368
2026-01-30,CA-0001-en2026.XLS,3,126,Profuturo,3,171089.35392768,miles_soles,0.0480778114777887,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,,sin_categoria_adyacente,,4454524.3766899705,3.8407995884582316
2026-01-30,CA-0001-en2026.XLS,3,131,Habitat,3,157089.28392484097,miles_soles,0.03150459496572535,InRetail Peru Corp.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,5792285.413077266,2.7120432216648007
2026-01-30,CA-0001-en2026.XLS,3,131,Integra,3,82732.80829786921,miles_soles,0.024350056112110306,InRetail Peru Corp.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3637735.127414874,2.274294455205775
2026-01-30,CA-0001-en2026.XLS,3,131,Prima,3,72732.0511274095,miles_soles,0.02414380357279326,InRetail Peru Corp.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3344285.975979006,2.1748155405913794
2026-01-30,CA-0001-en2026.XLS,3,131,Profuturo,3,69226.256411447,miles_soles,0.019453267130048732,InRetail Peru Corp.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,4454524.3766899705,1.5540661708733772
2026-01-30,CA-0001-en2026.XLS,3,137,Habitat,3,23023.2448059396,miles_soles,0.004617361441120983,Inversiones Portuarias Chancay S.A.A,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,5792285.413077266,0.3974811868551907
2026-01-30,CA-0001-en2026.XLS,3,137,Integra,3,17336.981361334398,miles_soles,0.005102648848122998,Inversiones Portuarias Chancay S.A.A,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3637735.127414874,0.47658723777546663
2026-01-30,CA-0001-en2026.XLS,3,137,Prima,3,11894.8637806296,miles_soles,0.003948565318769428,Inversiones Portuarias Chancay S.A.A,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3344285.975979006,0.3556772317339727
2026-01-30,CA-0001-en2026.XLS,3,137,Profuturo,3,22218.4801408104,miles_soles,0.006243614082407564,Inversiones Portuarias Chancay S.A.A,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,4454524.3766899705,0.49878456737328075
2026-01-30,CA-0001-en2026.XLS,3,141,Prima,3,40979.333906880296,miles_soles,0.013603314811766175,Línea Amarilla S.A.C.,,sin_categoria_adyacente,,3344285.975979006,1.22535375865648
2026-01-30,CA-0001-en2026.XLS,3,141,Profuturo,3,7658.4062061438,miles_soles,0.0021520883757322955,Línea Amarilla S.A.C.,,sin_categoria_adyacente,,4454524.3766899705,0.17192421813245395
2026-01-30,CA-0001-en2026.XLS,3,142,Prima,3,40979.333906880296,miles_soles,0.013603314811766175,BONO PARA NUEVOS PROYECTOS,,sin_categoria_adyacente,,3344285.975979006,1.22535375865648
2026-01-30,CA-0001-en2026.XLS,3,142,Profuturo,3,7658.4062061438,miles_soles,0.0021520883757322955,BONO PARA NUEVOS PROYECTOS,,sin_categoria_adyacente,,4454524.3766899705,0.17192421813245395
2026-01-30,CA-0001-en2026.XLS,3,148,Habitat,3,319422.58357,miles_soles,0.06406088860328092,MINSUR,ACCIONES DEL TRABAJO,pareja_exacta,,5792285.413077266,5.514620927498468
2026-01-30,CA-0001-en2026.XLS,3,148,Integra,3,205975.54838999998,miles_soles,0.06062306192921008,MINSUR,ACCIONES DEL TRABAJO,pareja_exacta,,3637735.127414874,5.662192028158323
2026-01-30,CA-0001-en2026.XLS,3,148,Prima,3,214812.10111000002,miles_soles,0.07130805599272212,MINSUR,ACCIONES DEL TRABAJO,pareja_exacta,,3344285.975979006,6.4232575399631
2026-01-30,CA-0001-en2026.XLS,3,148,Profuturo,3,179050.14472,miles_soles,0.05031487293217389,MINSUR,ACCIONES DEL TRABAJO,pareja_exacta,,4454524.3766899705,4.01951206411507
2026-01-30,CA-0001-en2026.XLS,3,151,Profuturo,3,2098.0814606472,miles_soles,0.0005895817747530813,MMG Limited,,sin_categoria_adyacente,,4454524.3766899705,0.047100010758190626
2026-01-30,CA-0001-en2026.XLS,3,152,Profuturo,3,2098.0814606472,miles_soles,0.0005895817747530813,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,,sin_categoria_adyacente,,4454524.3766899705,0.047100010758190626
2026-01-30,CA-0001-en2026.XLS,3,153,Habitat,3,7710.154520260499,miles_soles,0.0015462881312781397,Nexa Resources Perú S.A.A.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,5792285.413077266,0.1331107493918247
2026-01-30,CA-0001-en2026.XLS,3,153,Integra,3,32637.886615903797,miles_soles,0.009606036430150042,Nexa Resources Perú S.A.A.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3637735.127414874,0.8972034926330009
2026-01-30,CA-0001-en2026.XLS,3,153,Prima,3,35.415082395,miles_soles,1.1756230982147238e-05,Nexa Resources Perú S.A.A.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3344285.975979006,0.0010589729063057351
2026-01-30,CA-0001-en2026.XLS,3,155,Habitat,3,101149.77622152,miles_soles,0.020285805951330237,Nexa Resources S.A. Peru,,sin_categoria_adyacente,,5792285.413077266,1.746284393948436
2026-01-30,CA-0001-en2026.XLS,3,155,Integra,3,40739.3832352,miles_soles,0.011990482230196883,Nexa Resources S.A. Peru,,sin_categoria_adyacente,,3637735.127414874,1.1199106534221777
2026-01-30,CA-0001-en2026.XLS,3,155,Prima,3,41825.22599736,miles_soles,0.013884113334009759,Nexa Resources S.A. Peru,,sin_categoria_adyacente,,3344285.975979006,1.2506474116680795
2026-01-30,CA-0001-en2026.XLS,3,156,Habitat,3,101149.77622152,miles_soles,0.020285805951330237,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,,sin_categoria_adyacente,,5792285.413077266,1.746284393948436
2026-01-30,CA-0001-en2026.XLS,3,156,Integra,3,40739.3832352,miles_soles,0.011990482230196883,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,,sin_categoria_adyacente,,3637735.127414874,1.1199106534221777
2026-01-30,CA-0001-en2026.XLS,3,156,Prima,3,41825.22599736,miles_soles,0.013884113334009759,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,,sin_categoria_adyacente,,3344285.975979006,1.2506474116680795
2026-01-30,CA-0001-en2026.XLS,3,158,Habitat,3,99.4706328,miles_soles,1.994905011374134e-05,Norvial S.A.,BONOS DE EMPRESAS PRIVADAS,pareja_exacta,,5792285.413077266,0.0017172950865892204
2026-01-30,CA-0001-en2026.XLS,3,162,Habitat,3,78904.594181952,miles_soles,0.015824486677440578,Orygen Perú S.A.A.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,5792285.413077266,1.3622359492819325
2026-01-30,CA-0001-en2026.XLS,3,162,Integra,3,25431.657862611,miles_soles,0.007485087339825236,Orygen Perú S.A.A.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3637735.127414874,0.6991069160300243
2026-01-30,CA-0001-en2026.XLS,3,166,Habitat,3,5240.532811752,miles_soles,0.0010510001669995052,Pluz Energía Perú S.A.A,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,5792285.413077266,0.09047435404202335
2026-01-30,CA-0001-en2026.XLS,3,166,Integra,3,2201.648196279,miles_soles,0.0006479927156044675,Pluz Energía Perú S.A.A,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3637735.127414874,0.060522498729685764
2026-01-30,CA-0001-en2026.XLS,3,166,Prima,3,2919.2030609952003,miles_soles,0.0009690454785923654,Pluz Energía Perú S.A.A,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3344285.975979006,0.08728927735136746
2026-01-30,CA-0001-en2026.XLS,3,166,Profuturo,3,3769.6462443696,miles_soles,0.0010593081177415926,Pluz Energía Perú S.A.A,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,4454524.3766899705,0.08462511203431142
2026-01-30,CA-0001-en2026.XLS,3,172,Habitat,3,146.077,miles_soles,2.9296057654767366e-05,Rutas de Lima S.A.C.,BONOS DE EMPRESAS PRIVADAS,pareja_exacta,,5792285.413077266,0.0025219233788135054
2026-01-30,CA-0001-en2026.XLS,3,172,Prima,3,11663.161212,miles_soles,0.0038716503793776464,Rutas de Lima S.A.C.,BONOS DE EMPRESAS PRIVADAS,pareja_exacta,,3344285.975979006,0.3487489196729274
2026-01-30,CA-0001-en2026.XLS,3,176,Habitat,3,79534.7263595573,miles_soles,0.015950861045789112,SOCIEDAD MINERA CERRO VERDE,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,5792285.413077266,1.373114767100244
2026-01-30,CA-0001-en2026.XLS,3,176,Integra,3,23486.4603979522,miles_soles,0.006912573625035787,SOCIEDAD MINERA CERRO VERDE,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3637735.127414874,0.645634153541098
2026-01-30,CA-0001-en2026.XLS,3,180,Habitat,3,33954.612261956,miles_soles,0.006809670779599347,UNACEM CORP S.A.A.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,5792285.413077266,0.5862040600640386
2026-01-30,CA-0001-en2026.XLS,3,180,Integra,3,11017.5556796112,miles_soles,0.003242705095310319,UNACEM CORP S.A.A.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3637735.127414874,0.30286855127467005
2026-01-30,CA-0001-en2026.XLS,3,182,Habitat,3,62387.29279,miles_soles,0.012511906230965123,VOLCAN CIA MINERA,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,5792285.413077266,1.0770755986773022
2026-01-30,CA-0001-en2026.XLS,3,182,Integra,3,29745.31944,miles_soles,0.008754691304916093,VOLCAN CIA MINERA,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3637735.127414874,0.8176878854051769
2026-01-30,CA-0001-en2026.XLS,3,182,Prima,3,35126.31463,miles_soles,0.011660372937609196,VOLCAN CIA MINERA,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3344285.975979006,1.0503382450634213
2026-01-30,CA-0001-en2026.XLS,3,186,Integra,3,10582.010939604801,miles_soles,0.003114514851600636,AC CAPITALES SAFI S.A.,FONDO DE INVERSION ALTERNATIVO,pareja_exacta,,3637735.127414874,0.29089558664830056
2026-01-30,CA-0001-en2026.XLS,3,186,Prima,3,6603.1011193632,miles_soles,0.0021919356587087437,AC CAPITALES SAFI S.A.,FONDO DE INVERSION ALTERNATIVO,pareja_exacta,,3344285.975979006,0.1974442726127872
